Name	Data type	Length	Format adaptation	Connection	Group	Address	Linear scaling	AS value range from	AS value range to	OS value range from	OS value range to	Low limit	High limit	Start value	Substitute value	Substitute value at low limit	Substitute value at high limit	Substitute value as start value	Substitute value on connection errors	Computer-local	Synchronization	Runtime persistence	AS tag name
SF_903_1101_101.TagPrefix	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
SF_903_1101_102.ACK	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
SF_903_1101_102.BIO	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
SF_903_1101_102.Comment	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
SF_903_1101_102.EH	Binary Tag	1		########		DB1,D12.1	0									0	0	0	0	0	0	0	
SF_903_1101_102.EHH	Binary Tag	1		########		DB1,D12.0	0									0	0	0	0	0	0	0	
SF_903_1101_102.EL	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
SF_903_1101_102.ELL	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
SF_903_1101_102.HA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
SF_903_1101_102.HA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
SF_903_1101_102.HHA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
SF_903_1101_102.HHA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
SF_903_1101_102.HHV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
SF_903_1101_102.HHV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
SF_903_1101_102.HV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
SF_903_1101_102.HV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
SF_903_1101_102.IN	Floating-point number 32-bit IEEE 754	4	FloatToFloat	########		DB1,DD0	0									0	0	0	0	0	0	0	
SF_903_1101_102.LA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
SF_903_1101_102.LA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
SF_903_1101_102.LLA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
SF_903_1101_102.LLA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
SF_903_1101_102.LLV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
SF_903_1101_102.LLV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
SF_903_1101_102.LV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
SF_903_1101_102.LV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
SF_903_1101_102.MAINT	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
SF_903_1101_102.MAX	Unsigned 32-bit value	4	DwordToUnsignedDword	########		DB1,DD4	0									0	0	0	0	0	0	0	
SF_903_1101_102.MIN	Unsigned 32-bit value	4	DwordToUnsignedDword	########		DB1,DD8	0									0	0	0	0	0	0	0	
SF_903_1101_102.Name	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
SF_903_1101_102.TagPrefix	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_5101_201.ACK	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_5101_201.BIO	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_5101_201.Comment	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_5101_201.EH	Binary Tag	1		########		DB1,D12.1	0									0	0	0	0	0	0	0	
FIT_903_5101_201.EHH	Binary Tag	1		########		DB1,D12.0	0									0	0	0	0	0	0	0	
FIT_903_5101_201.EL	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_5101_201.ELL	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_5101_201.HA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_5101_201.HA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_5101_201.HHA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_5101_201.HHA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_5101_201.HHV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_5101_201.HHV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_5101_201.HV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_5101_201.HV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_5101_201.IN	Floating-point number 32-bit IEEE 754	4	FloatToFloat	########		DB1,DD0	0									0	0	0	0	0	0	0	
FIT_903_5101_201.LA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_5101_201.LA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_5101_201.LLA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_5101_201.LLA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_5101_201.LLV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_5101_201.LLV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_5101_201.LV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_5101_201.LV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_5101_201.MAINT	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_5101_201.MAX	Unsigned 32-bit value	4	DwordToUnsignedDword	########		DB1,DD4	0									0	0	0	0	0	0	0	
FIT_903_5101_201.MIN	Unsigned 32-bit value	4	DwordToUnsignedDword	########		DB1,DD8	0									0	0	0	0	0	0	0	
FIT_903_5101_201.Name	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_5101_201.TagPrefix	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_4701_201.ACK	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_4701_201.BIO	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_4701_201.Comment	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_4701_201.EH	Binary Tag	1		########		DB1,D12.1	0									0	0	0	0	0	0	0	
FIT_903_4701_201.EHH	Binary Tag	1		########		DB1,D12.0	0									0	0	0	0	0	0	0	
FIT_903_4701_201.EL	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_4701_201.ELL	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_4701_201.HA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_4701_201.HA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_4701_201.HHA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_4701_201.HHA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_4701_201.HHV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_4701_201.HHV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_4701_201.HV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_4701_201.HV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_4701_201.IN	Floating-point number 32-bit IEEE 754	4	FloatToFloat	########		DB1,DD0	0									0	0	0	0	0	0	0	
FIT_903_4701_201.LA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_4701_201.LA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_4701_201.LLA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_4701_201.LLA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_4701_201.LLV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_4701_201.LLV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_4701_201.LV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_4701_201.LV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_4701_201.MAINT	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_4701_201.MAX	Unsigned 32-bit value	4	DwordToUnsignedDword	########		DB1,DD4	0									0	0	0	0	0	0	0	
FIT_903_4701_201.MIN	Unsigned 32-bit value	4	DwordToUnsignedDword	########		DB1,DD8	0									0	0	0	0	0	0	0	
FIT_903_4701_201.Name	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
FIT_903_4701_201.TagPrefix	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_101_01.ACK	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_101_01.BIO	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_101_01.Comment	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_101_01.EH	Binary Tag	1		########		DB1,D12.1	0									0	0	0	0	0	0	0	
TIT_903_1101_101_01.EHH	Binary Tag	1		########		DB1,D12.0	0									0	0	0	0	0	0	0	
TIT_903_1101_101_01.EL	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_101_01.ELL	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_101_01.HA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_101_01.HA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_101_01.HHA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_101_01.HHA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_101_01.HHV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_101_01.HHV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_101_01.HV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_101_01.HV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_101_01.IN	Floating-point number 32-bit IEEE 754	4	FloatToFloat	########		DB1,DD0	0									0	0	0	0	0	0	0	
TIT_903_1101_101_01.LA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_101_01.LA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_101_01.LLA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_101_01.LLA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_101_01.LLV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_101_01.LLV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_101_01.LV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_101_01.LV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_101_01.MAINT	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_101_01.MAX	Unsigned 32-bit value	4	DwordToUnsignedDword	########		DB1,DD4	0									0	0	0	0	0	0	0	
TIT_903_1101_101_01.MIN	Unsigned 32-bit value	4	DwordToUnsignedDword	########		DB1,DD8	0									0	0	0	0	0	0	0	
TIT_903_1101_101_01.Name	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_101_01.TagPrefix	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_102_01.ACK	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_102_01.BIO	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_102_01.Comment	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_102_01.EH	Binary Tag	1		########		DB1,D12.1	0									0	0	0	0	0	0	0	
TIT_903_1101_102_01.EHH	Binary Tag	1		########		DB1,D12.0	0									0	0	0	0	0	0	0	
TIT_903_1101_102_01.EL	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_102_01.ELL	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_102_01.HA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_102_01.HA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_102_01.HHA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_102_01.HHA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_102_01.HHV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_102_01.HHV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_102_01.HV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_102_01.HV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_102_01.IN	Floating-point number 32-bit IEEE 754	4	FloatToFloat	########		DB1,DD0	0									0	0	0	0	0	0	0	
TIT_903_1101_102_01.LA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_102_01.LA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_102_01.LLA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_102_01.LLA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_102_01.LLV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_102_01.LLV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_102_01.LV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_102_01.LV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_102_01.MAINT	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_102_01.MAX	Unsigned 32-bit value	4	DwordToUnsignedDword	########		DB1,DD4	0									0	0	0	0	0	0	0	
TIT_903_1101_102_01.MIN	Unsigned 32-bit value	4	DwordToUnsignedDword	########		DB1,DD8	0									0	0	0	0	0	0	0	
TIT_903_1101_102_01.Name	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_102_01.TagPrefix	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_01.ACK	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_01.BIO	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_01.Comment	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_01.EH	Binary Tag	1		########		DB1,D12.1	0									0	0	0	0	0	0	0	
PDIT_903_1001_301_01.EHH	Binary Tag	1		########		DB1,D12.0	0									0	0	0	0	0	0	0	
PDIT_903_1001_301_01.EL	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_01.ELL	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_01.HA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_01.HA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_01.HHA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_01.HHA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_01.HHV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_01.HHV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_01.HV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_01.HV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_01.IN	Floating-point number 32-bit IEEE 754	4	FloatToFloat	########		DB1,DD0	0									0	0	0	0	0	0	0	
PDIT_903_1001_301_01.LA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_01.LA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_01.LLA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_01.LLA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_01.LLV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_01.LLV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_01.LV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_01.LV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_01.MAINT	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_01.MAX	Unsigned 32-bit value	4	DwordToUnsignedDword	########		DB1,DD4	0									0	0	0	0	0	0	0	
PDIT_903_1001_301_01.MIN	Unsigned 32-bit value	4	DwordToUnsignedDword	########		DB1,DD8	0									0	0	0	0	0	0	0	
PDIT_903_1001_301_01.Name	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_01.TagPrefix	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_02.ACK	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_02.BIO	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_02.Comment	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_02.EH	Binary Tag	1		########		DB1,D12.1	0									0	0	0	0	0	0	0	
PDIT_903_1001_301_02.EHH	Binary Tag	1		########		DB1,D12.0	0									0	0	0	0	0	0	0	
PDIT_903_1001_301_02.EL	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_02.ELL	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_02.HA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_02.HA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_02.HHA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_02.HHA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_02.HHV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_02.HHV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_02.HV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_02.HV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_02.IN	Floating-point number 32-bit IEEE 754	4	FloatToFloat	########		DB1,DD0	0									0	0	0	0	0	0	0	
PDIT_903_1001_301_02.LA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_02.LA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_02.LLA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_02.LLA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_02.LLV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_02.LLV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_02.LV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_02.LV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_02.MAINT	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_02.MAX	Unsigned 32-bit value	4	DwordToUnsignedDword	########		DB1,DD4	0									0	0	0	0	0	0	0	
PDIT_903_1001_301_02.MIN	Unsigned 32-bit value	4	DwordToUnsignedDword	########		DB1,DD8	0									0	0	0	0	0	0	0	
PDIT_903_1001_301_02.Name	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_02.TagPrefix	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_03.ACK	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_03.BIO	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_03.Comment	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_03.EH	Binary Tag	1		########		DB1,D12.1	0									0	0	0	0	0	0	0	
PDIT_903_1001_301_03.EHH	Binary Tag	1		########		DB1,D12.0	0									0	0	0	0	0	0	0	
PDIT_903_1001_301_03.EL	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_03.ELL	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_03.HA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_03.HA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_03.HHA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_03.HHA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_03.HHV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_03.HHV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_03.HV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_03.HV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_03.IN	Floating-point number 32-bit IEEE 754	4	FloatToFloat	########		DB1,DD0	0									0	0	0	0	0	0	0	
PDIT_903_1001_301_03.LA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_03.LA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_03.LLA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_03.LLA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_03.LLV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_03.LLV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_03.LV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_03.LV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_03.MAINT	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_03.MAX	Unsigned 32-bit value	4	DwordToUnsignedDword	########		DB1,DD4	0									0	0	0	0	0	0	0	
PDIT_903_1001_301_03.MIN	Unsigned 32-bit value	4	DwordToUnsignedDword	########		DB1,DD8	0									0	0	0	0	0	0	0	
PDIT_903_1001_301_03.Name	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_03.TagPrefix	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_04.ACK	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_04.BIO	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_04.Comment	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_04.EH	Binary Tag	1		########		DB1,D12.1	0									0	0	0	0	0	0	0	
PDIT_903_1001_301_04.EHH	Binary Tag	1		########		DB1,D12.0	0									0	0	0	0	0	0	0	
PDIT_903_1001_301_04.EL	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_04.ELL	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_04.HA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_04.HA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_04.HHA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_04.HHA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_04.HHV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_04.HHV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_04.HV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_04.HV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_04.IN	Floating-point number 32-bit IEEE 754	4	FloatToFloat	########		DB1,DD0	0									0	0	0	0	0	0	0	
PDIT_903_1001_301_04.LA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_04.LA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_04.LLA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_04.LLA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
PDIT_903_1001_301_04.LLV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
