Name	Data type	Length	Format adaptation	Connection	Group	Address	Linear scaling	AS value range from	AS value range to	OS value range from	OS value range to	Low limit	High limit	Start value	Substitute value	Substitute value at low limit	Substitute value at high limit	Substitute value as start value	Substitute value on connection errors	Computer-local	Synchronization	Runtime persistence	AS tag name
TIT_903_1101_301_03.HV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_03.IN	Floating-point number 32-bit IEEE 754	4	FloatToFloat	########		DB1,DD0	0									0	0	0	0	0	0	0	
TIT_903_1101_301_03.LA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_03.LA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_03.LLA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_03.LLA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_03.LLV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_03.LLV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_03.LV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_03.LV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_03.MAINT	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_03.MAX	Unsigned 32-bit value	4	DwordToUnsignedDword	########		DB1,DD4	0									0	0	0	0	0	0	0	
TIT_903_1101_301_03.MIN	Unsigned 32-bit value	4	DwordToUnsignedDword	########		DB1,DD8	0									0	0	0	0	0	0	0	
TIT_903_1101_301_03.Name	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_03.TagPrefix	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_04.ACK	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_04.BIO	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_04.Comment	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_04.EH	Binary Tag	1		########		DB1,D12.1	0									0	0	0	0	0	0	0	
TIT_903_1101_301_04.EHH	Binary Tag	1		########		DB1,D12.0	0									0	0	0	0	0	0	0	
TIT_903_1101_301_04.EL	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_04.ELL	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_04.HA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_04.HA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_04.HHA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_04.HHA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_04.HHV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_04.HHV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_04.HV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_04.HV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_04.IN	Floating-point number 32-bit IEEE 754	4	FloatToFloat	########		DB1,DD0	0									0	0	0	0	0	0	0	
TIT_903_1101_301_04.LA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_04.LA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_04.LLA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_04.LLA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_04.LLV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_04.LLV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_04.LV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_04.LV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_04.MAINT	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_04.MAX	Unsigned 32-bit value	4	DwordToUnsignedDword	########		DB1,DD4	0									0	0	0	0	0	0	0	
TIT_903_1101_301_04.MIN	Unsigned 32-bit value	4	DwordToUnsignedDword	########		DB1,DD8	0									0	0	0	0	0	0	0	
TIT_903_1101_301_04.Name	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_04.TagPrefix	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_05.ACK	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_05.BIO	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_05.Comment	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_05.EH	Binary Tag	1		########		DB1,D12.1	0									0	0	0	0	0	0	0	
TIT_903_1101_301_05.EHH	Binary Tag	1		########		DB1,D12.0	0									0	0	0	0	0	0	0	
TIT_903_1101_301_05.EL	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_05.ELL	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_05.HA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_05.HA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_05.HHA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_05.HHA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_05.HHV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_05.HHV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_05.HV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_05.HV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_05.IN	Floating-point number 32-bit IEEE 754	4	FloatToFloat	########		DB1,DD0	0									0	0	0	0	0	0	0	
TIT_903_1101_301_05.LA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_05.LA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_05.LLA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_05.LLA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_05.LLV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_05.LLV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_05.LV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_05.LV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_05.MAINT	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_05.MAX	Unsigned 32-bit value	4	DwordToUnsignedDword	########		DB1,DD4	0									0	0	0	0	0	0	0	
TIT_903_1101_301_05.MIN	Unsigned 32-bit value	4	DwordToUnsignedDword	########		DB1,DD8	0									0	0	0	0	0	0	0	
TIT_903_1101_301_05.Name	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_05.TagPrefix	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_06.ACK	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_06.BIO	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_06.Comment	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_06.EH	Binary Tag	1		########		DB1,D12.1	0									0	0	0	0	0	0	0	
TIT_903_1101_301_06.EHH	Binary Tag	1		########		DB1,D12.0	0									0	0	0	0	0	0	0	
TIT_903_1101_301_06.EL	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_06.ELL	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_06.HA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_06.HA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_06.HHA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_06.HHA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_06.HHV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_06.HHV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_06.HV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_06.HV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_06.IN	Floating-point number 32-bit IEEE 754	4	FloatToFloat	########		DB1,DD0	0									0	0	0	0	0	0	0	
TIT_903_1101_301_06.LA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_06.LA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_06.LLA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_06.LLA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_06.LLV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_06.LLV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_06.LV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_06.LV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_06.MAINT	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_06.MAX	Unsigned 32-bit value	4	DwordToUnsignedDword	########		DB1,DD4	0									0	0	0	0	0	0	0	
TIT_903_1101_301_06.MIN	Unsigned 32-bit value	4	DwordToUnsignedDword	########		DB1,DD8	0									0	0	0	0	0	0	0	
TIT_903_1101_301_06.Name	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_06.TagPrefix	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_07.ACK	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_07.BIO	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_07.Comment	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_07.EH	Binary Tag	1		########		DB1,D12.1	0									0	0	0	0	0	0	0	
TIT_903_1101_301_07.EHH	Binary Tag	1		########		DB1,D12.0	0									0	0	0	0	0	0	0	
TIT_903_1101_301_07.EL	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_07.ELL	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_07.HA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_07.HA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_07.HHA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_07.HHA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_07.HHV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_07.HHV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_07.HV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_07.HV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_07.IN	Floating-point number 32-bit IEEE 754	4	FloatToFloat	########		DB1,DD0	0									0	0	0	0	0	0	0	
TIT_903_1101_301_07.LA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_07.LA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_07.LLA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_07.LLA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_07.LLV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_07.LLV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_07.LV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_07.LV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_07.MAINT	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_07.MAX	Unsigned 32-bit value	4	DwordToUnsignedDword	########		DB1,DD4	0									0	0	0	0	0	0	0	
TIT_903_1101_301_07.MIN	Unsigned 32-bit value	4	DwordToUnsignedDword	########		DB1,DD8	0									0	0	0	0	0	0	0	
TIT_903_1101_301_07.Name	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_07.TagPrefix	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_08.ACK	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_08.BIO	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_08.Comment	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_08.EH	Binary Tag	1		########		DB1,D12.1	0									0	0	0	0	0	0	0	
TIT_903_1101_301_08.EHH	Binary Tag	1		########		DB1,D12.0	0									0	0	0	0	0	0	0	
TIT_903_1101_301_08.EL	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_08.ELL	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_08.HA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_08.HA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_08.HHA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_08.HHA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_08.HHV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_08.HHV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_08.HV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_08.HV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_08.IN	Floating-point number 32-bit IEEE 754	4	FloatToFloat	########		DB1,DD0	0									0	0	0	0	0	0	0	
TIT_903_1101_301_08.LA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_08.LA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_08.LLA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_08.LLA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_08.LLV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_08.LLV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_08.LV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_08.LV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_08.MAINT	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_08.MAX	Unsigned 32-bit value	4	DwordToUnsignedDword	########		DB1,DD4	0									0	0	0	0	0	0	0	
TIT_903_1101_301_08.MIN	Unsigned 32-bit value	4	DwordToUnsignedDword	########		DB1,DD8	0									0	0	0	0	0	0	0	
TIT_903_1101_301_08.Name	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_08.TagPrefix	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_09.ACK	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_09.BIO	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_09.Comment	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_09.EH	Binary Tag	1		########		DB1,D12.1	0									0	0	0	0	0	0	0	
TIT_903_1101_301_09.EHH	Binary Tag	1		########		DB1,D12.0	0									0	0	0	0	0	0	0	
TIT_903_1101_301_09.EL	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_09.ELL	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_09.HA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_09.HA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_09.HHA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_09.HHA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_09.HHV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_09.HHV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_09.HV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_09.HV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_09.IN	Floating-point number 32-bit IEEE 754	4	FloatToFloat	########		DB1,DD0	0									0	0	0	0	0	0	0	
TIT_903_1101_301_09.LA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_09.LA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_09.LLA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_09.LLA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_09.LLV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_09.LLV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_09.LV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_09.LV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_09.MAINT	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_09.MAX	Unsigned 32-bit value	4	DwordToUnsignedDword	########		DB1,DD4	0									0	0	0	0	0	0	0	
TIT_903_1101_301_09.MIN	Unsigned 32-bit value	4	DwordToUnsignedDword	########		DB1,DD8	0									0	0	0	0	0	0	0	
TIT_903_1101_301_09.Name	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_09.TagPrefix	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_10.ACK	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_10.BIO	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_10.Comment	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_10.EH	Binary Tag	1		########		DB1,D12.1	0									0	0	0	0	0	0	0	
TIT_903_1101_301_10.EHH	Binary Tag	1		########		DB1,D12.0	0									0	0	0	0	0	0	0	
TIT_903_1101_301_10.EL	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_10.ELL	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_10.HA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_10.HA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_10.HHA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_10.HHA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_10.HHV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_10.HHV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_10.HV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_10.HV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_10.IN	Floating-point number 32-bit IEEE 754	4	FloatToFloat	########		DB1,DD0	0									0	0	0	0	0	0	0	
TIT_903_1101_301_10.LA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_10.LA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_10.LLA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_10.LLA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_10.LLV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_10.LLV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_10.LV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_10.LV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_10.MAINT	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_10.MAX	Unsigned 32-bit value	4	DwordToUnsignedDword	########		DB1,DD4	0									0	0	0	0	0	0	0	
TIT_903_1101_301_10.MIN	Unsigned 32-bit value	4	DwordToUnsignedDword	########		DB1,DD8	0									0	0	0	0	0	0	0	
TIT_903_1101_301_10.Name	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_10.TagPrefix	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_11.ACK	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_11.BIO	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_11.Comment	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_11.EH	Binary Tag	1		########		DB1,D12.1	0									0	0	0	0	0	0	0	
TIT_903_1101_301_11.EHH	Binary Tag	1		########		DB1,D12.0	0									0	0	0	0	0	0	0	
TIT_903_1101_301_11.EL	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_11.ELL	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_11.HA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_11.HA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_11.HHA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_11.HHA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_11.HHV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_11.HHV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_11.HV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_11.HV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_11.IN	Floating-point number 32-bit IEEE 754	4	FloatToFloat	########		DB1,DD0	0									0	0	0	0	0	0	0	
TIT_903_1101_301_11.LA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_11.LA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_11.LLA	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_11.LLA_UNACK	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_11.LLV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_11.LLV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_11.LV	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_11.LV_1	Unsigned 32-bit value	4		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_11.MAINT	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_11.MAX	Unsigned 32-bit value	4	DwordToUnsignedDword	########		DB1,DD4	0									0	0	0	0	0	0	0	
TIT_903_1101_301_11.MIN	Unsigned 32-bit value	4	DwordToUnsignedDword	########		DB1,DD8	0									0	0	0	0	0	0	0	
TIT_903_1101_301_11.Name	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_11.TagPrefix	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_12.ACK	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_12.BIO	Binary Tag	1		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_12.Comment	Text tag 8-bit character set	255		Internal tags			0									0	0	0	0	0	0	0	
TIT_903_1101_301_12.EH	Binary Tag	1		########		DB1,D12.1	0									0	0	0	0	0	0	0	
TIT_903_1101_301_12.EHH	Binary Tag	1		########		DB1,D12.0	0									0	0	0	0	0	0	0	
